Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
virtual assistant jobs for stay at home moms,20,20,30,7,0.39,https://www.wishup.co/blog/top-stay-at-home-mom-jobs/,0,0,0.00,0.05,1060000,"[18,18,18,18,18,18,18,18,18,18,100,18]",2025-01-01,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
virtual assistant task,14,14,30,33,4.27,https://www.wishup.co/blog/what-does-a-virtual-assistant-do/,0,0,0.00,0.32,70400000,"[14,21,21,78,14,14,14,35,7,28,14,14]",2024-12-13,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",informational,Organic
how to find a great accountant,10,10,110,46,5.74,https://www.wishup.co/blog/how-to-find-a-good-accountant/,0,0,0.00,0.49,54100000,"[26,26,100,26,42,65,42,42,42,42,34,42]",2025-01-02,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
difference between inbound and outbound lead,20,0,210,31,0.00,https://www.wishup.co/blog/inbound-leads-vs-outbound-leads/,0,0,0.00,0,9440000,[100],2025-01-07,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
what is executive administrative assistant,14,14,30,27,0.50,https://www.wishup.co/blog/executive-assistant-vs-administrative-assistant/,0,0,0.00,0.01,178000000,"[45,0,45,0,0,45,45,0,45,63,45,0]",2024-12-28,"Image pack, Sitelinks, Reviews, Featured snippet, People also ask, Related searches",informational,Organic
bookkeeping job description and duties,12,12,50,42,0.00,https://www.wishup.co/blog/bookkeeper-job-description/,0,0,0.00,0,6720000,"[0,0,0,65,28,100,0,0,0,0,0,0]",2024-12-28,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",commercial,Organic
owner draw vs distribution,7,7,70,21,0.00,https://www.wishup.co/blog/owners-draw/,0,0,0.00,0,97700000,"[41,41,64,64,52,52,29,29,29,41,41,52]",2025-01-03,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how to get a bookkeeping job,9,9,70,52,1.86,https://www.wishup.co/blog/how-to-get-online-bookkeeping-jobs/,0,0,0.00,0.47,47400000,"[7,7,34,42,34,34,34,34,34,34,26,34]",2024-12-20,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
belay pricing,7,7,70,18,15.36,https://www.wishup.co/blog/why-wishup-is-better-than-belay/,0,0,0.00,0.65,6720000,"[100,29,29,41,11,11,11,11,64,100,82,41]",2024-12-21,"Image pack, Sitelinks, Reviews, Ads bottom, People also ask, Related searches",transactional,Organic
amex online jobs,16,19,70,42,0.25,https://www.wishup.co/blog/virtual-assistant-american-express-jobs/,0,0,0.00,0.15,45800000,"[55,77,77,100,77,55,77,100,77,55,77,55]",2025-01-07,"Sitelinks, Video, Related searches",commercial,Organic
how to boost your sales,18,18,70,53,5.24,https://www.wishup.co/blog/strategies-to-increase-the-sales/,0,0,0.00,0.19,778000000,"[14,14,14,14,64,64,50,100,78,50,64,78]",2025-01-03,"Reviews, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
ea vs pa,10,10,30,4,0.00,https://www.wishup.co/blog/personal-assistant-vs-executive-assistant/,0,0,0.00,0,421000000,"[22,22,22,22,100,22,22,22,22,22,22,22]",2024-12-29,"Video, People also ask, Related searches, AI overview",informational,Organic
mommy jobs from home,20,20,170,33,0.58,https://www.wishup.co/blog/top-stay-at-home-mom-jobs/,0,0,0.00,0.39,381000000,"[30,30,0,55,45,0,0,0,0,0,0,0]",2024-12-16,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches",commercial,Organic
accountant find,17,17,30,39,13.08,https://www.wishup.co/blog/how-to-find-a-good-accountant/,0,0,0.00,0.29,197000000,"[14,42,71,14,0,0,0,0,71,100,57,57]",2024-12-16,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches",commercial,Organic
the top affiliate programs,19,19,90,44,2.72,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.47,690000000,"[52,52,100,64,64,82,52,41,41,52,29,41]",2024-12-27,"Reviews, Video Carousel, People also ask, Related searches",commercial,Organic
delete calendars from google calendar,20,20,210,38,0.00,https://www.wishup.co/blog/how-to-cancel-a-google-calendar-event/,0,0,0.00,0,12000000,"[100,28,100,65,65,100,65,43,81,65,65,53]",2024-12-25,"Video, People also ask, Related searches, AI overview",informational,Organic
virtual assistant for personal tasks,9,9,30,11,7.65,https://www.wishup.co/blog/virtual-personal-assistant/,0,0,0.00,0.54,44700000,"[11,11,11,11,11,11,11,11,11,11,11,64]",2024-12-16,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
virtual assistant for marketing,19,19,50,15,18.25,https://www.wishup.co/service/social-media-management,0,0,0.00,0.45,166000000,"[8,5,6,3,1,23,5,8,0,15,18,0]",2024-12-15,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",informational,Organic
companies that are working from home,16,16,590,49,0.97,https://www.wishup.co/blog/6-highly-successful-companies-that-made-it-big-with-remote-work/,0,0,0.00,0.36,2460000000,"[100,76,76,76,100,36,16,20,10,6,13,10]",2025-01-01,"Image pack, People also ask, Related searches, Discussions and forums",informational,Organic
social media virtual assistants,9,9,90,14,16.35,https://www.wishup.co/service/social-media-management,0,0,0.00,0.6,26500000,"[11,52,29,11,41,41,41,82,82,52,82,64]",2024-12-27,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
applying to y combinator,8,8,30,44,4.01,https://www.wishup.co/blog/y-combinator-application/,0,0,0.00,0.04,28500000,"[11,7,0,11,11,26,15,19,19,15,0,15]",2024-12-18,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
start up business costs,19,19,110,64,2.96,https://www.wishup.co/blog/business-startup-costs/,0,0,0.00,0.17,1520000000,"[10,100,10,29,29,8,14,0,14,8,14,18]",2024-12-25,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
create a new company in quickbooks online,4,4,90,26,38.56,https://www.wishup.co/blog/how-to-add-a-company-in-quickbooks-online/,0,0,0.00,0.34,9230000,"[26,34,53,42,42,42,26,26,26,19,34,34]",2024-12-16,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
virtual staff outsourcing,9,9,40,26,0.00,https://www.wishup.co/blog/virtual-assistant-outsourcing/,0,0,0.00,0,7320000,"[57,100,71,71,71,42,57,28,71,42,28,100]",2024-12-25,"Sitelinks, Reviews, Video, People also ask, Related searches",commercial,Organic
job description of a virtual assistant,13,13,40,36,1.43,https://www.wishup.co/blog/virtualassistantjobdescription/,0,0,0.00,0.11,301000000,"[0,0,36,0,0,1,1,0,1,0,5,4]",2024-12-20,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
successful woman in business,12,12,40,25,2.52,https://www.wishup.co/blog/famous-female-entrepreneurs/,0,0,0.00,0.03,801000000,"[0,2,0,0,0,0,0,0,100,0,0,0]",2025-01-05,"Carousel, Sitelinks, People also ask, Related searches, Discussions and forums",informational,Organic
other sites like upwork,9,9,70,27,4.37,https://www.wishup.co/blog/top-upwork-alternatives-for-businesses/,0,0,0.00,0.56,6100000,"[14,19,42,33,66,66,52,42,9,9,9,9]",2024-12-16,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
workspace or work space,18,18,70,26,6.30,https://www.wishup.co/blog/6-reasons-why-a-dedicated-workspace-is-a-must-when-working-from-home/,0,0,0.00,0.03,161000000,"[35,64,28,78,64,50,28,35,50,64,50,50]",2025-01-04,"Video, Featured snippet, People also ask, Related searches",commercial,Organic
how to be a successful in business,19,19,30,65,3.26,https://www.wishup.co/blog/how-to-be-a-successful-business-owner/,0,0,0.00,0.19,3220000000,"[0,0,0,20,0,100,100,80,60,60,80,100]",2024-12-16,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
pinterest virtual assistant job,17,17,70,23,3.29,https://www.wishup.co/blog/pinterest-virtual-assistant/,0,0,0.00,0.27,11100000,"[12,5,5,9,9,12,9,15,9,9,12,9]",2025-01-01,"Reviews, Video, People also ask, Related searches",commercial,Organic
affilliate programs,20,20,70,80,2.01,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.48,348000000,"[23,19,36,15,1,0,1,4,1,1,2,4]",2024-12-29,"Sitelinks, Reviews, Video, Ads bottom, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic
how to add another business to quickbooks,14,14,30,23,15.90,https://www.wishup.co/blog/how-to-add-a-company-in-quickbooks-online/,0,0,0.00,0.13,33500000,"[28,28,57,42,42,42,28,28,28,28,28,57]",2024-12-16,"Reviews, Video, People also ask, Related searches",informational,Organic
outreach virtual assistant,2,2,30,11,16.40,https://www.wishup.co/blog/best-virtual-assistant-for-outreach/,0,0,0.00,1,92200000,"[22,0,22,22,22,33,33,22,33,33,77,100]",2024-12-16,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
google calendar delete events,3,3,70,41,0.00,https://www.wishup.co/blog/how-to-cancel-a-google-calendar-event/,0,0,0.00,0,42600000,"[35,28,53,35,28,0,0,0,0,10,0,0]",2024-12-28,"Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,Organic
affiliate brands,17,17,50,65,1.55,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.17,367000000,"[45,100,63,63,9,63,63,63,27,27,18,0]",2024-12-18,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
how to ask refund,14,14,110,81,0.00,https://www.wishup.co/blog/how-to-ask-for-a-refund/,0,0,0.00,0,387000000,"[33,23,33,52,52,52,66,66,66,66,52,80]",2024-12-19,"Image pack, Sitelinks, Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
add reminders in google calendar,16,16,50,39,0.00,https://www.wishup.co/service/calendar-management,0,0,0.00,0.01,10700000,"[42,9,9,33,33,23,9,9,9,33,23,33]",2024-12-30,"Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,Organic
accounting credit debit cheat sheet,8,8,110,22,2.00,https://www.wishup.co/blog/debits-and-credits-cheat-sheet/,0,0,0.00,0.03,156000,"[42,3,7,100,100,65,26,26,53,65,53,26]",2024-12-24,"Image pack, Reviews, Video, Image, Ads top, People also ask, Related searches",informational,Organic
setting up quickbooks for small business,17,17,50,24,10.71,https://www.wishup.co/blog/how-to-add-a-company-in-quickbooks-online/,0,0,0.00,0.47,8700000,"[12,12,23,17,12,7,5,5,5,53,5,5]",2024-12-15,"Sitelinks, Reviews, People also ask, Related searches",informational,Organic
how to delete cards in trello,14,14,90,29,0.00,https://www.wishup.co/blog/how-to-delete-a-card-in-trello/,0,0,0.00,0,88800,"[9,14,52,14,66,19,100,23,80,23,52,23]",2024-12-17,"Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
excel column width in inches,16,16,260,30,0.00,https://www.wishup.co/tool/excel,0,0,0.00,0,2400000,"[53,53,66,66,66,53,66,66,53,82,53,66]",2024-12-17,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
how to apply for y combinator,15,15,50,41,2.06,https://www.wishup.co/blog/y-combinator-application/,0,0,0.00,0.05,30000000,"[11,11,11,11,11,82,11,11,11,100,11,64]",2024-12-31,"Sitelinks, People also ask, Related searches",informational,Organic
womens networking group,18,18,30,20,5.87,https://www.wishup.co/blog/business-networking-groups-for-women-entrepreneurs/,0,0,0.00,0.11,340000000,"[80,60,100,100,100,40,40,40,60,60,40,60]",2024-12-13,"Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
google calendar cancel meeting,19,19,140,17,0.00,https://www.wishup.co/blog/how-to-cancel-a-google-calendar-event/,0,0,0.00,0,692000000,"[80,66,52,33,52,42,66,66,66,66,66,80]",2024-12-22,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
highest paid affiliate marketers,7,7,30,54,1.08,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.28,55400000,"[15,11,34,11,15,7,7,7,15,7,7,7]",2024-12-19,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",commercial,Organic
code block in slack,20,20,70,32,0.00,https://www.wishup.co/tool/slack,0,0,0.00,0,16400000,"[50,28,35,35,50,64,35,64,50,78,14,14]",2024-12-13,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
administrative assistant real estate,8,8,40,16,2.31,https://www.wishup.co/blog/real-estate-assistant-job-description-samples/,0,0,0.00,0.12,89100000,"[11,11,5,0,0,5,17,0,64,41,100,17]",2024-12-28,"Image pack, Reviews, People also ask, Related searches",commercial,Organic
micheal scotts boss,16,16,90,47,0.00,https://www.wishup.co/blog/management-lessons-we-can-learn-from-the-offices-michael-scott/,0,0,0.00,0,151000000,"[100,78,100,64,64,50,64,78,50,50,35,35]",2025-01-02,"Image pack, Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
dyslexic entrepreneurs,3,3,30,29,0.00,https://www.wishup.co/blog/10-entrepreneurs-you-didnt-know-were-dyslexic/,0,0,0.00,0.01,307000,"[27,18,18,18,18,18,18,18,18,100,18,18]",2025-01-03,"Image pack, Video, Image, People also ask, Related searches, Discussions and forums",informational,Organic
hire a remote personal assistant,17,17,50,46,15.79,https://www.wishup.co/personal-assistant,0,0,0.00,0.23,26200000,"[18,63,18,100,18,18,63,63,45,45,81,18]",2024-12-15,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
costs for a startup business,18,18,30,74,7.12,https://www.wishup.co/blog/business-startup-costs/,0,0,0.00,0.15,201000000,"[22,22,22,22,22,100,22,22,22,22,22,22]",2025-01-02,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums",informational,Organic
apply for y combinator,17,17,140,30,4.01,https://www.wishup.co/blog/y-combinator-application/,0,0,0.00,0.04,10200000,"[0,26,34,34,100,53,26,53,65,65,100,42]",2024-12-30,"Sitelinks, Reviews, People also ask, Related searches","informational, navigational",Organic
online personal assistants,15,15,50,25,7.03,https://www.wishup.co/personal-assistant,0,0,0.00,0.54,108000000,"[42,42,42,71,71,100,100,57,71,71,57,71]",2024-12-28,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
code on slack,13,13,90,42,0.00,https://www.wishup.co/tool/slack,0,0,0.00,0,128000000,"[100,50,78,50,78,50,64,64,64,64,35,50]",2024-12-18,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
best high paying affiliate programs,5,5,40,52,1.05,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.06,233000000,"[33,19,33,19,33,9,19,9,9,9,9,9]",2024-12-15,"Image pack, Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",commercial,Organic
bookkeeping property management,20,20,30,26,19.71,https://www.wishup.co/blog/accounting-for-property-management/,0,0,0.00,0.55,13700000,"[50,75,100,75,50,100,100,50,50,100,50,25]",2024-12-26,"Local pack, Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",commercial,Organic
how to delete recurring events in google calendar,16,16,70,24,0.00,https://www.wishup.co/blog/how-to-cancel-a-google-calendar-event/,0,0,0.00,0,303000,"[23,23,33,23,23,23,33,23,33,42,52,33]",2024-12-25,"Reviews, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
set a calendar reminder,18,18,70,65,0.99,https://www.wishup.co/service/calendar-management,0,0,0.00,0.05,116000000,"[14,14,14,78,64,64,64,64,50,64,64,64]",2024-12-27,"Image pack, Reviews, Image, People also ask, Related searches","informational, transactional",Organic
business women group,13,13,40,31,4.36,https://www.wishup.co/blog/business-networking-groups-for-women-entrepreneurs/,0,0,0.00,0.15,2500000000,"[28,50,50,21,14,7,7,100,35,28,14,14]",2024-12-17,"Image pack, Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
2024 business planning,18,18,40,16,3.33,https://www.wishup.co/blog/how-to-write-a-business-plan/,0,0,0.00,1,4060000000,"[100,81,18,18,18,27,18,18,18,18,18,18]",2025-01-04,"Image pack, Sitelinks, Reviews, Video Carousel, Related searches, AI overview",informational,Organic
bookkeeping job duties,12,12,70,53,1.93,https://www.wishup.co/blog/bookkeeper-job-description/,0,0,0.00,0.1,4510000,"[0,4,19,23,23,52,33,4,0,66,80,100]",2025-01-02,"Reviews, Video, Featured snippet, People also ask, Related searches",commercial,Organic
delete calendar from google calendar,11,11,40,38,0.00,https://www.wishup.co/blog/how-to-cancel-a-google-calendar-event/,0,0,0.00,0,96100000,"[15,6,0,0,0,3,3,0,34,21,0,65]",2024-12-11,"Featured snippet, People also ask, Related searches",informational,Organic
